ref,state,constituency,img_link,won_status,votes,votes_percentage,name,party_name
141,Haryana,FARIDABAD(10),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/SHYAM-2024-20240503043349.jpg,lost,1247,( -787322),SHYAM SUNDER SINGH,Bhartiya Shakti Chetna Party
142,Haryana,FARIDABAD(10),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/MAHES-2024-10372.jpg,lost,1240,( -787329),MAHESH PRATAP SHARMA,Rashtriya Vikas Party
143,Haryana,FARIDABAD(10),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/SATAY-2024-9639.jpg,lost,955,( -787614),SATAY DEO YADAV,Buland Bharat Party
144,Haryana,FARIDABAD(10),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/RANDH-2024-11238.jpg,lost,924,( -787645),RANDHEER SINGH ALIAS DHEERU KHATANA,Akhil Bhartiya Kisan Majdoor Party
145,Haryana,FARIDABAD(10),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/SUNIL-2024-10855.jpg,lost,889,( -787680),SUNIL KUMAR,Independent
146,Haryana,FARIDABAD(10),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/BHARA-2024-10943.jpg,lost,808,( -787761),BHARAT BHUSHAN KOLI,Rashtra Nirman Party
147,Haryana,FARIDABAD(10),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/SHIVN-2024-11191.jpg,lost,771,( -787798),SHIV NARAYAN BABA DUBEY,Kisan Mazdoor Sangharsh Party
148,Haryana,FARIDABAD(10),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/GYANC-2024-10880.jpg,lost,756,( -787813),GYAN CHAND BAINSLA,Samrat Mihir Bhoj Samaj Party
149,Haryana,FARIDABAD(10),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/RAJES-2024-10976.jpg,lost,663,( -787906),RAJESH GAUTAM,Independent
150,Haryana,FARIDABAD(10),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/SWAMI-2024-9647.jpg,lost,663,( -787906),SWAMI RAJENDRA DEV JI,Independent
151,Haryana,FARIDABAD(10),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/LEKHR-2024-10389.jpg,lost,615,( -787954),LEKHRAM DABANG,Independent
152,Haryana,FARIDABAD(10),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/GIRRA-2024-10958.jpg,lost,614,( -787955),GIRRAJ,Independent
153,Haryana,FARIDABAD(10),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/SHAKI-2024-11245.jpg,lost,551,( -788018),SHAKILA HUSSAIN,Loktantrik Janshakti Party
154,Haryana,FARIDABAD(10),img/nota.jpg,,6821,( -781748),NOTA,None of the Above
155,Gujarat,Banaskantha(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/GENIB-2024-4603.jpg,won,671883,(+ 30406),GENIBEN NAGAJI THAKOR,Indian National Congress
156,Gujarat,Banaskantha(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/REKHA-2024-4747.jpg,lost,641477,( -30406),DR. REKHABEN HITESHBHAI CHAUDHARI,Bharatiya Janata Party
157,Gujarat,Banaskantha(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/MANSU-2024-4640.jpg,lost,9929,( -661954),MANSUNGBHAI MASHRUBHAI PARMAR,Bahujan Samaj Party
158,Gujarat,Banaskantha(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/RATHO-2024-6343.jpg,lost,7696,( -664187),RATHOD MAVJI BHEMAJI,Independent
159,Gujarat,Banaskantha(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/SHRIM-2024-4663.jpg,lost,5481,( -666402),SHRIMALI ASHOKBHAI BALCHANDBHAI,Independent
160,Gujarat,Banaskantha(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/JASUB-2024-5335.jpg,lost,4626,( -667257),JASUBHAI GAMAR,Bharat Adivasi Party
161,Gujarat,Banaskantha(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/PATEL-2024-5918.jpg,lost,3513,( -668370),PATEL PIYUSHBHAI KARSHANBHAI,Bharatiya Yuva Jan Ekta Party
162,Gujarat,Banaskantha(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/BAJAG-2024-6208.jpg,lost,3009,( -668874),BAJAG LASHABHAI LAVAJIBHAI,Independent
163,Gujarat,Banaskantha(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/PRAVI-2024-6455.jpg,lost,1823,( -670060),PRAVINBHAI ISHVARBHAI CHAUHAN,Swatantrata Abhivyakti Party
164,Gujarat,Banaskantha(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/IBRAH-2024-5349.jpg,lost,1591,( -670292),IBRAHIMBHAI PARASANI,Independent
165,Gujarat,Banaskantha(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/PARMA-2024-4654.jpg,lost,1374,( -670509),PARMAR CHHAGANCHANDRARAJ,Independent
166,Gujarat,Banaskantha(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/CHETA-2024-6473.jpg,lost,1334,( -670549),CHETANKUMAR KESHAVLAL OZA,Independent
167,Gujarat,Banaskantha(2),img/nota.jpg,,22167,( -649716),NOTA,None of the Above
168,Goa,South Goa(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S05/CAPTA-2024-20240417010215.jpg,won,217836,(+ 13535),CAPTAIN  VIRIATO FERNANDES,Indian National Congress
169,Goa,South Goa(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S05/PALLA-2024-20240416034235.jpg,lost,204301,( -13535),PALLAVI SHRINIVAS DEMPO,Bharatiya Janata Party
170,Goa,South Goa(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S05/RUBER-2024-20240418035511.jpg,lost,18885,( -198951),RUBERT PEREIRA,Revolutionary Goans Party
171,Goa,South Goa(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S05/DRSWE-2024-20240419025934.jpg,lost,1581,( -216255),DR SWETA GAONKAR,Bahujan Samaj Party
172,Goa,South Goa(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S05/DEEPK-2024-20240420125408.jpg,lost,1317,( -216519),DEEPKUMAR D MAPARI,Independent
173,Goa,South Goa(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S05/KALID-2024-5187.jpg,lost,720,( -217116),DR KALIDAS VAINGANKAR,Independent
174,Goa,South Goa(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S05/ALEXY-2024-20240417034317.jpg,lost,542,( -217294),ALEXY FERNANDES,Independent
175,Goa,South Goa(2),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S05/HARIS-2024-20240419050930.jpg,lost,501,( -217335),HARISHCHANDRA SUDHAKAR NAIK,Corruption Abolition Party
176,Goa,South Goa(2),img/nota.jpg,,4837,( -212999),NOTA,None of the Above
177,Dadra & Nagar Haveli and Daman & Diu,Daman & Diu (1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U03/PATEL-2024-20240422075948.jpg,won,42523,(+ 6225),PATEL UMESHBHAI BABUBHAI,Independent
178,Dadra & Nagar Haveli and Daman & Diu,Daman & Diu (1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U03/LALUB-2024-4553.jpg,lost,36298,( -6225),LALUBHAI BABUBHAI PATEL,Bharatiya Janata Party
179,Dadra & Nagar Haveli and Daman & Diu,Daman & Diu (1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U03/KETAN-2024-20240422075629.jpg,lost,11258,( -31265),KETAN DAHYABHAI PATEL,Indian National Congress
180,Dadra & Nagar Haveli and Daman & Diu,Daman & Diu (1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U03/UMESH-2024-20240422075923.jpg,lost,545,( -41978),UMESH PATEL,Navsarjan Bharat Party
181,Dadra & Nagar Haveli and Daman & Diu,Daman & Diu (1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U03/SAKIL-2024-6553.jpg,lost,323,( -42200),SAKIL LATIF KHAN,Independent
182,Dadra & Nagar Haveli and Daman & Diu,Daman & Diu (1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U03/IDRIS-2024-6581.jpg,lost,247,( -42276),IDRISH G MULLA,Independent
183,Dadra & Nagar Haveli and Daman & Diu,Daman & Diu (1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U03/PATEL-2024-6610.jpg,lost,238,( -42285),PATEL UMESHBHAI BABU,Independent
184,Dadra & Nagar Haveli and Daman & Diu,Daman & Diu (1),img/nota.jpg,,978,( -41545),NOTA,None of the Above
185,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JYOTS-2024-4795.jpg,won,570182,(+ 43283),JYOTSNA CHARANDAS MAHANT,Indian National Congress
186,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHR-2024-4772.jpg,lost,526899,( -43283),SAROJ PANDEY,Bharatiya Janata Party
187,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHYAM-2024-20240423011707.jpg,lost,48587,( -521595),SHYAM SINGH MARKAM,Gondvana Gantantra Party
188,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/NIRDO-2024-6422.jpg,lost,11268,( -558914),NIRDOSH  KUMAR YADAV,Independent
189,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DUJRA-2024-4751.jpg,lost,10739,( -559443),DUJRAM BOUDDH,Bahujan Samaj Party
190,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JAICH-2024-20240423012828.jpg,lost,6182,( -564000),JAICHANDRA SONPAKAR,Independent
191,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PALAN-2024-20240423011907.jpg,lost,5709,( -564473),PALAN SINGH,Independent
192,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAMAL-2024-20240423012230.jpg,lost,4988,( -565194),KAMAL DEV,Bhartiya Shakti Chetna Party
193,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DILIP-2024-5627.jpg,lost,3902,( -566280),DILIP MIRI,Independent
194,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAUSH-2024-6389.jpg,lost,3632,( -566550),KAUSHALYA BAI PORTE,Independent
195,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRATA-2024-20240423011829.jpg,lost,2504,( -567678),PRATAP BHANU,Independent
196,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SANTO-2024-6315.jpg,lost,2477,( -567705),SANTOSH SHARMA,Independent
197,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/AMRIK-2024-6378.jpg,lost,2232,( -567950),AMRIKA KARPE,Independent
198,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJGU-2024-20240423012052.jpg,lost,2202,( -567980),RAJGURU KEWAL GOSWAMI,Independent
199,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHOBR-2024-5583.jpg,lost,2073,( -568109),SHOBRAN SINGH SAIMA,Independent
200,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KALYA-2024-20240423012712.jpg,lost,1964,( -568218),KALYAN SINGH TANWAR,Independent
201,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJES-2024-5634.jpg,lost,1814,( -568368),RAJESH PANDEY,Independent
202,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHI-2024-20240423012431.jpg,lost,1685,( -568497),SUSHIL KUMAR VISHWAKARMA,Bhartiya Janta Secular Party
203,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRASH-2024-20240423012141.jpg,lost,1392,( -568790),PRASHANT DANIEL,Sarv Adi Dal
204,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/REKHA-2024-5587.jpg,lost,1294,( -568888),REKHA TIWARI,Chhattisgarh Vikas Ganga Rashtriya Party
205,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PURUS-2024-6361.jpg,lost,1212,( -568970),PURUSHOTTAM MANIKPURI,Independent
206,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRIYA-2024-5595.jpg,lost,1204,( -568978),PRIYANKA PATEL,Republican Party of India (A)
207,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/MAHEN-2024-20240423011945.jpg,lost,1187,( -568995),MAHENDRA KUMAR SHRIWAS (MANJU),Independent
208,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHEKH-2024-20240423012312.jpg,lost,1168,( -569014),SHEKH RAUF,Independent
209,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHIVP-2024-20240423012522.jpg,lost,1036,( -569146),SHIVPUJAN SINGH,Independent
210,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHANT-2024-5603.jpg,lost,861,( -569321),SHANTI BAI MARAVI,Independent
211,Chhattisgarh,KORBA(4),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAMES-2024-20240423012614.jpg,lost,823,( -569359),RAMESH DAS MAHANT,Independent
212,Chhattisgarh,KORBA(4),img/nota.jpg,,6097,( -564085),NOTA,None of the Above
213,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/MANIS-2024-12709.jpg,won,216657,(+ 2504),MANISH TEWARI,Indian National Congress
214,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/SANJA-2024-12091.jpg,lost,214153,( -2504),SANJAY TANDON,Bharatiya Janata Party
215,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/RITUS-2024-12319.jpg,lost,6708,( -209949),RITU SINGH,Bahujan Samaj Party
216,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/LAKHV-2024-12902.jpg,lost,2626,( -214031),LAKHVIR SINGH ALIAS KOTLA,Independent
217,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/DEEPA-2024-12841.jpg,lost,1068,( -215589),DEEPANSHU SHARMA,Akhil Bhartiya Parivar Party
218,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/RANPR-2024-12864.jpg,lost,1054,( -215603),EX-ASSISTANT COMMANDANT RANPREET SINGH,Independent
219,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/VINOD-2024-12769.jpg,lost,683,( -215974),VINOD KUMAR,Independent
220,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/SUNIL-2024-12024.jpg,lost,577,( -216080),SUNIL THAMAN,Haryana Jansena Party
221,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/BALJE-2024-12991.jpg,lost,436,( -216221),BALJEET SINGH ALIAS LADDI,Independent
222,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/SUNIL-2024-12983.jpg,lost,321,( -216336),SUNIL KUMAR,Independent
223,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/PARTA-2024-11807.jpg,lost,307,( -216350),PARTAP SINGH RANA,Independent
224,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/RAVIK-2024-12882.jpg,lost,295,( -216362),MAHANT RAVI KANT MUNI,Independent
225,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/VIVEK-2024-12698.jpg,lost,294,( -216363),VIVEK SHARMA,Independent
226,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/PIARC-2024-12280.jpg,lost,255,( -216402),PIAR CHAND ALIAS KOUNDAL,Independent
227,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/KISHO-2024-12809.jpg,lost,239,( -216418),KISHOR KUMAR ALIAS BANTI BHAIYA,Independent
228,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/RAJIN-2024-12691.jpg,lost,217,( -216440),RAJINDER KAUR,Sainik Samaj Party
229,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/RAJPR-2024-12678.jpg,lost,205,( -216452),RAJ PRINCE SINGH,Super Power India Party
230,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/PUSHP-2024-20240510024436.jpg,lost,154,( -216503),PUSHPINDER SINGH ALIAS LOVELY ATTAWA,Independent
231,Chandigarh,Chandigarh(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U02/KULDI-2024-12796.jpg,lost,114,( -216543),KULDIP RAI ALIAS HAPPY SOOD MORINDA,Independent
232,Chandigarh,Chandigarh(1),img/nota.jpg,,2912,( -213745),NOTA,None of the Above
233,Bihar,Purnia(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/RAJES-2024-20240405033312.jpg,won,567556,(+ 23847),RAJESH RANJAN ALIAS PAPPU YADAV,Independent
234,Bihar,Purnia(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/SANTO-2024-2465.jpg,lost,543709,( -23847),SANTOSH KUMAR,Janata Dal  (United)
235,Bihar,Purnia(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/BIMAB-2024-20240404082539.jpg,lost,27120,( -540436),BIMA BHARTI,Rashtriya Janata Dal
236,Bihar,Purnia(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/ARUAN-2024-3698.jpg,lost,10619,( -556937),ARUN DAS,Bahujan Samaj Party
237,Bihar,Purnia(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/SATYE-2024-3667.jpg,lost,8459,( -559097),SATYENDRA YADAV,Independent
238,Bihar,Purnia(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/NOMAN-2024-3754.jpg,lost,7693,( -559863),NOMAN ALAM,Independent
239,Bihar,Purnia(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/KISHO-2024-3140.jpg,lost,6854,( -560702),KISHOR KUMAR YADAV,All India Forward Bloc
240,Bihar,Purnia(12),img/nota.jpg,,23834,( -543722),NOTA,None of the Above
241,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/ISHAK-2024-4597.jpg,won,572395,(+ 128368),ISHA KHAN CHOUDHURY,Indian National Congress
242,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/SREER-2024-5638.jpg,lost,444027,( -128368),SREERUPA MITRA CHAUDHURY (NIRBHAYA DIDI),Bharatiya Janata Party
243,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/SHAHN-2024-4918.jpg,lost,301026,( -271369),SHAHNAWAZ ALI RAIHAN,All India Trinamool Congress
244,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/PURNO-2024-6735.jpg,lost,8383,( -564012),PURNOCHANDRA MANDAL,Independent
245,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/AHMED-2024-6752.jpg,lost,5736,( -566659),AHMED HEDATUL HASAN,Independent
246,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/MDJA-2024-6734.jpg,lost,5386,( -567009),MD. JAMAL SAIKH,Independent
247,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/BIKAS-2024-4912.jpg,lost,5065,( -567330),BIKASH RABIDAS,Bahujan Samaj Party
248,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/BIJOY-2024-6711.jpg,lost,4776,( -567619),BIJOY KUMAR SARKAR,Independent
249,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/SUSMI-2024-6730.jpg,lost,3535,( -568860),SUSMITA DEY KARJEE,Bhartiya Lokmat Rashtrwadi Party
250,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/AMALK-2024-4611.jpg,lost,3271,( -569124),AMAL KUMAR RABIDAS,Independent
251,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/KAVIR-2024-6732.jpg,lost,3140,( -569255),KAVIR MADAN DAS,Ambedkarite Party of India
252,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/ASIMM-2024-6719.jpg,lost,2788,( -569607),ASIM MANDAL,Jan Sangh Party
253,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/MDSHA-2024-5630.jpg,lost,2323,( -570072),MD SHAHNAWAJ RAHMATULLAH,Social Democratic Party Of India
254,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/JALAL-2024-6715.jpg,lost,2075,( -570320),JALALUDDIN SARKAR,Bharatiya Nyay-Adhikar Raksha Party
255,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/ANGSH-2024-4607.jpg,lost,1189,( -571206),ANGSHUDHAR MANDAL,Socialist Unity Centre Of India (COMMUNIST)
256,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/MDNUR-2024-4933.jpg,lost,1136,( -571259),MD NUR ISLAM SEKH,Rashtriya Secular Majlis Party
257,West Bengal,Maldaha Dakshin(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S25/MDMON-2024-4906.jpg,lost,741,( -571654),MD MONIRUL HASAN,Jamat-E-Seratul Mustakim
258,West Bengal,Maldaha Dakshin(8),img/nota.jpg,,2797,( -569598),NOTA,None of the Above
259,Haryana,GURGAON(9),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/RAOIN-2024-9317.jpg,won,808336,(+ 75079),RAO INDERJIT SINGH,Bharatiya Janata Party
260,Haryana,GURGAON(9),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/RAJBA-2024-10490.jpg,lost,733257,( -75079),RAJ BABBAR,Indian National Congress
261,Haryana,GURGAON(9),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/RAHUL-2024-20240510040431.jpg,lost,13278,( -795058),RAHUL YADAV FAZILPURIA,Jannayak Janta Party
262,Haryana,GURGAON(9),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/VIJAY-2024-20240510040827.jpg,lost,8946,( -799390),VIJAY KHATANA,Bahujan Samaj Party
263,Haryana,GURGAON(9),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/SORAB-2024-20240510040850.jpg,lost,4917,( -803419),SORAB KHAN,Indian National Lok Dal
264,Haryana,GURGAON(9),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/AJAYK-2024-20240509102934.jpg,lost,3528,( -804808),AJAY KUMAR,Independent
265,Haryana,GURGAON(9),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/ASHOK-2024-20240510040607.jpg,lost,3005,( -805331),ASHOK JANGRA,Independent
266,Haryana,GURGAON(9),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S07/AZADS-2024-20240509102653.jpg,lost,2745,( -805591),AZAD SINGH,Independent
